# vector_id a_hex b_hex golden_hex delta sign_case
17097 5000 52C7 53B6 711 same_sign
17098 5000 52C8 53B7 712 same_sign
17099 5000 52C9 53B7 713 same_sign
17100 5000 52CA 53B8 714 same_sign
17101 5000 52CB 53B9 715 same_sign
17102 5000 52CC 53BA 716 same_sign
17103 5000 52CD 53BA 717 same_sign
17104 5000 52CE 53BB 718 same_sign
17105 5000 52CF 53BC 719 same_sign
17106 5000 52D0 53BC 720 same_sign
17107 5000 52D1 53BD 721 same_sign
17108 5000 52D2 53BE 722 same_sign
17109 5000 52D3 53BF 723 same_sign
17110 5000 52D4 53BF 724 same_sign
17111 5000 52D5 53C0 725 same_sign
17112 5000 52D6 53C1 726 same_sign
17113 5000 52D7 53C2 727 same_sign
17114 5000 52D8 53C2 728 same_sign
17115 5000 52D9 53C3 729 same_sign
17116 5000 52DA 53C4 730 same_sign
17117 5000 52DB 53C4 731 same_sign
17118 5000 52DC 53C5 732 same_sign
17119 5000 52DD 53C6 733 same_sign
17120 5000 52DE 53C7 734 same_sign
17121 5000 52DF 53C7 735 same_sign
17122 5000 52E0 53C8 736 same_sign
17123 5000 52E1 53C9 737 same_sign
17124 5000 52E2 53CA 738 same_sign
17125 5000 52E3 53CA 739 same_sign
17126 5000 52E4 53CB 740 same_sign
17127 5000 52E5 53CC 741 same_sign
17128 5000 52E6 53CC 742 same_sign
17129 5000 52E7 53CD 743 same_sign
17130 5000 52E8 53CE 744 same_sign
17131 5000 52E9 53CF 745 same_sign
17132 5000 52EA 53CF 746 same_sign
17133 5000 52EB 53D0 747 same_sign
17134 5000 52EC 53D1 748 same_sign
17135 5000 52ED 53D2 749 same_sign
17136 5000 52EE 53D2 750 same_sign
17137 5000 52EF 53D3 751 same_sign
17138 5000 52F0 53D4 752 same_sign
17139 5000 52F1 53D5 753 same_sign
17140 5000 52F2 53D5 754 same_sign
17141 5000 52F3 53D6 755 same_sign
17142 5000 52F4 53D7 756 same_sign
17143 5000 52F5 53D8 757 same_sign
17144 5000 52F6 53D8 758 same_sign
17145 5000 52F7 53D9 759 same_sign
17146 5000 52F8 53DA 760 same_sign
17147 5000 52F9 53DA 761 same_sign
17148 5000 52FA 53DB 762 same_sign
17149 5000 52FB 53DC 763 same_sign
17150 5000 52FC 53DD 764 same_sign
17151 5000 52FD 53DD 765 same_sign
17152 5000 52FE 53DE 766 same_sign
17153 5000 52FF 53DF 767 same_sign
17154 5000 5300 53E0 768 same_sign
17155 5000 5301 53E0 769 same_sign
17156 5000 5302 53E1 770 same_sign
17157 5000 5303 53E2 771 same_sign
17158 5000 5304 53E3 772 same_sign
17159 5000 5305 53E3 773 same_sign
17160 5000 5306 53E4 774 same_sign
17161 5000 5307 53E5 775 same_sign
17162 5000 5308 53E6 776 same_sign
17163 5000 5309 53E6 777 same_sign
17164 5000 530A 53E7 778 same_sign
17165 5000 530B 53E8 779 same_sign
17166 5000 530C 53E9 780 same_sign
17167 5000 530D 53E9 781 same_sign
17168 5000 530E 53EA 782 same_sign
17169 5000 530F 53EB 783 same_sign
17170 5000 5310 53EB 784 same_sign
17171 5000 5311 53EC 785 same_sign
17172 5000 5312 53ED 786 same_sign
17173 5000 5313 53EE 787 same_sign
17174 5000 5314 53EE 788 same_sign
17175 5000 5315 53EF 789 same_sign
17176 5000 5316 53F0 790 same_sign
17177 5000 5317 53F1 791 same_sign
17178 5000 5318 53F1 792 same_sign
17179 5000 5319 53F2 793 same_sign
17180 5000 531A 53F3 794 same_sign
17181 5000 531B 53F4 795 same_sign
17182 5000 531C 53F4 796 same_sign
17183 5000 531D 53F5 797 same_sign
17184 5000 531E 53F6 798 same_sign
17185 5000 531F 53F7 799 same_sign
17186 5000 5320 53F7 800 same_sign
17187 5000 5321 53F8 801 same_sign
17188 5000 5322 53F9 802 same_sign
17189 5000 5323 53FA 803 same_sign
17190 5000 5324 53FA 804 same_sign
17191 5000 5325 53FB 805 same_sign
17192 5000 5326 53FC 806 same_sign
17193 5000 5327 53FD 807 same_sign
17194 5000 5328 53FD 808 same_sign
17195 5000 5329 53FE 809 same_sign
17196 5000 532A 53FF 810 same_sign
17197 5000 532B 5400 811 same_sign
17198 5000 532C 5400 812 same_sign
17199 5000 532D 5401 813 same_sign
17200 5000 532E 5402 814 same_sign
17201 5000 532F 5403 815 same_sign
17202 5000 5330 5403 816 same_sign
17203 5000 5331 5404 817 same_sign
17204 5000 5332 5405 818 same_sign
17205 5000 5333 5406 819 same_sign
17206 5000 5334 5406 820 same_sign
17207 5000 5335 5407 821 same_sign
17208 5000 5336 5408 822 same_sign
17209 5000 5337 5409 823 same_sign
17210 5000 5338 5409 824 same_sign
17211 5000 5339 540A 825 same_sign
17212 5000 533A 540B 826 same_sign
17213 5000 533B 540C 827 same_sign
17214 5000 533C 540C 828 same_sign
17215 5000 533D 540D 829 same_sign
17216 5000 533E 540E 830 same_sign
17217 5000 533F 540F 831 same_sign
17218 5000 5340 540F 832 same_sign
17219 5000 5341 5410 833 same_sign
17220 5000 5342 5411 834 same_sign
17221 5000 5343 5412 835 same_sign
17222 5000 5344 5412 836 same_sign
17223 5000 5345 5413 837 same_sign
17224 5000 5346 5414 838 same_sign
17225 5000 5347 5415 839 same_sign
17226 5000 5348 5415 840 same_sign
17227 5000 5349 5416 841 same_sign
17228 5000 534A 5417 842 same_sign
17229 5000 534B 5418 843 same_sign
17230 5000 534C 5419 844 same_sign
17231 5000 534D 5419 845 same_sign
17232 5000 534E 541A 846 same_sign
17233 5000 534F 541B 847 same_sign
17234 5000 5350 541C 848 same_sign
17235 5000 5351 541C 849 same_sign
17236 5000 5352 541D 850 same_sign
17237 5000 5353 541E 851 same_sign
17238 5000 5354 541F 852 same_sign
17239 5000 5355 541F 853 same_sign
17240 5000 5356 5420 854 same_sign
17241 5000 5357 5421 855 same_sign
17242 5000 5358 5422 856 same_sign
17243 5000 5359 5422 857 same_sign
17244 5000 535A 5423 858 same_sign
17245 5000 535B 5424 859 same_sign
17246 5000 535C 5425 860 same_sign
17247 5000 535D 5425 861 same_sign
17248 5000 535E 5426 862 same_sign
17249 5000 535F 5427 863 same_sign
17250 5000 5360 5428 864 same_sign
17251 5000 5361 5428 865 same_sign
17252 5000 5362 5429 866 same_sign
17253 5000 5363 542A 867 same_sign
17254 5000 5364 542B 868 same_sign
17255 5000 5365 542C 869 same_sign
17256 5000 5366 542C 870 same_sign
17257 5000 5367 542D 871 same_sign
17258 5000 5368 542E 872 same_sign
17259 5000 5369 542F 873 same_sign
17260 5000 536A 542F 874 same_sign
17261 5000 536B 5430 875 same_sign
17262 5000 536C 5431 876 same_sign
17263 5000 536D 5432 877 same_sign
17264 5000 536E 5432 878 same_sign
17265 5000 536F 5433 879 same_sign
17266 5000 5370 5434 880 same_sign
17267 5000 5371 5435 881 same_sign
17268 5000 5372 5435 882 same_sign
17269 5000 5373 5436 883 same_sign
17270 5000 5374 5437 884 same_sign
17271 5000 5375 5438 885 same_sign
17272 5000 5376 5439 886 same_sign
17273 5000 5377 5439 887 same_sign
17274 5000 5378 543A 888 same_sign
17275 5000 5379 543B 889 same_sign
17276 5000 537A 543C 890 same_sign
17277 5000 537B 543C 891 same_sign
17278 5000 537C 543D 892 same_sign
17279 5000 537D 543E 893 same_sign
17280 5000 537E 543F 894 same_sign
17281 5000 537F 543F 895 same_sign
17282 5000 5380 5440 896 same_sign
17283 5000 5381 5441 897 same_sign
17284 5000 5382 5442 898 same_sign
17285 5000 5383 5443 899 same_sign
17286 5000 5384 5443 900 same_sign
17287 5000 5385 5444 901 same_sign
17288 5000 5386 5445 902 same_sign
17289 5000 5387 5446 903 same_sign
17290 5000 5388 5446 904 same_sign
17291 5000 5389 5447 905 same_sign
17292 5000 538A 5448 906 same_sign
17293 5000 538B 5449 907 same_sign
17294 5000 538C 544A 908 same_sign
17295 5000 538D 544A 909 same_sign
17296 5000 538E 544B 910 same_sign
17297 5000 538F 544C 911 same_sign
17298 5000 5390 544D 912 same_sign
17299 5000 5391 544D 913 same_sign
17300 5000 5392 544E 914 same_sign
17301 5000 5393 544F 915 same_sign
17302 5000 5394 5450 916 same_sign
17303 5000 5395 5451 917 same_sign
17304 5000 5396 5451 918 same_sign
17305 5000 5397 5452 919 same_sign
17306 5000 5398 5453 920 same_sign
17307 5000 5399 5454 921 same_sign
17308 5000 539A 5454 922 same_sign
17309 5000 539B 5455 923 same_sign
17310 5000 539C 5456 924 same_sign
17311 5000 539D 5457 925 same_sign
17312 5000 539E 5457 926 same_sign
17313 5000 539F 5458 927 same_sign
17314 5000 53A0 5459 928 same_sign
17315 5000 53A1 545A 929 same_sign
17316 5000 53A2 545B 930 same_sign
17317 5000 53A3 545B 931 same_sign
17318 5000 53A4 545C 932 same_sign
17319 5000 53A5 545D 933 same_sign
17320 5000 53A6 545E 934 same_sign
17321 5000 53A7 545F 935 same_sign
17322 5000 53A8 545F 936 same_sign
17323 5000 53A9 5460 937 same_sign
17324 5000 53AA 5461 938 same_sign
17325 5000 53AB 5462 939 same_sign
17326 5000 53AC 5462 940 same_sign
17327 5000 53AD 5463 941 same_sign
17328 5000 53AE 5464 942 same_sign
17329 5000 53AF 5465 943 same_sign
17330 5000 53B0 5466 944 same_sign
17331 5000 53B1 5466 945 same_sign
17332 5000 53B2 5467 946 same_sign
17333 5000 53B3 5468 947 same_sign
17334 5000 53B4 5469 948 same_sign
17335 5000 53B5 5469 949 same_sign
17336 5000 53B6 546A 950 same_sign
17337 5000 53B7 546B 951 same_sign
17338 5000 53B8 546C 952 same_sign
17339 5000 53B9 546D 953 same_sign
17340 5000 53BA 546D 954 same_sign
17341 5000 53BB 546E 955 same_sign
17342 5000 53BC 546F 956 same_sign
17343 5000 53BD 5470 957 same_sign
17344 5000 53BE 5471 958 same_sign
17345 5000 53BF 5471 959 same_sign
17346 5000 53C0 5472 960 same_sign
17347 5000 53C1 5473 961 same_sign
17348 5000 53C2 5474 962 same_sign
17349 5000 53C3 5474 963 same_sign
17350 5000 53C4 5475 964 same_sign
17351 5000 53C5 5476 965 same_sign
17352 5000 53C6 5477 966 same_sign
17353 5000 53C7 5478 967 same_sign
17354 5000 53C8 5478 968 same_sign
17355 5000 53C9 5479 969 same_sign
17356 5000 53CA 547A 970 same_sign
17357 5000 53CB 547B 971 same_sign
17358 5000 53CC 547C 972 same_sign
17359 5000 53CD 547C 973 same_sign
17360 5000 53CE 547D 974 same_sign
17361 5000 53CF 547E 975 same_sign
17362 5000 53D0 547F 976 same_sign
17363 5000 53D1 547F 977 same_sign
17364 5000 53D2 5480 978 same_sign
17365 5000 53D3 5481 979 same_sign
17366 5000 53D4 5482 980 same_sign
17367 5000 53D5 5483 981 same_sign
17368 5000 53D6 5483 982 same_sign
17369 5000 53D7 5484 983 same_sign
17370 5000 53D8 5485 984 same_sign
17371 5000 53D9 5486 985 same_sign
17372 5000 53DA 5487 986 same_sign
17373 5000 53DB 5487 987 same_sign
17374 5000 53DC 5488 988 same_sign
17375 5000 53DD 5489 989 same_sign
17376 5000 53DE 548A 990 same_sign
17377 5000 53DF 548B 991 same_sign
17378 5000 53E0 548B 992 same_sign
17379 5000 53E1 548C 993 same_sign
17380 5000 53E2 548D 994 same_sign
17381 5000 53E3 548E 995 same_sign
17382 5000 53E4 548F 996 same_sign
17383 5000 53E5 548F 997 same_sign
17384 5000 53E6 5490 998 same_sign
17385 5000 53E7 5491 999 same_sign
17386 5000 53E8 5492 1000 same_sign
17387 5000 53E9 5492 1001 same_sign
17388 5000 53EA 5493 1002 same_sign
17389 5000 53EB 5494 1003 same_sign
17390 5000 53EC 5495 1004 same_sign
17391 5000 53ED 5496 1005 same_sign
17392 5000 53EE 5496 1006 same_sign
17393 5000 53EF 5497 1007 same_sign
17394 5000 53F0 5498 1008 same_sign
17395 5000 53F1 5499 1009 same_sign
17396 5000 53F2 549A 1010 same_sign
17397 5000 53F3 549A 1011 same_sign
17398 5000 53F4 549B 1012 same_sign
17399 5000 53F5 549C 1013 same_sign
17400 5000 53F6 549D 1014 same_sign
17401 5000 53F7 549E 1015 same_sign
17402 5000 53F8 549E 1016 same_sign
17403 5000 53F9 549F 1017 same_sign
17404 5000 53FA 54A0 1018 same_sign
17405 5000 53FB 54A1 1019 same_sign
17406 5000 53FC 54A2 1020 same_sign
17407 5000 53FD 54A2 1021 same_sign
17408 5000 53FE 54A3 1022 same_sign
17409 5000 53FF 54A4 1023 same_sign
17410 5000 5400 54A5 1024 same_sign
17411 5000 5401 54A6 1025 same_sign
17412 5000 5402 54A6 1026 same_sign
17413 5000 5403 54A7 1027 same_sign
17414 5000 5404 54A8 1028 same_sign
17415 5000 5405 54A9 1029 same_sign
17416 5000 5406 54AA 1030 same_sign
17417 5000 5407 54AA 1031 same_sign
17418 5000 5408 54AB 1032 same_sign
17419 5000 5409 54AC 1033 same_sign
17420 5000 540A 54AD 1034 same_sign
17421 5000 540B 54AE 1035 same_sign
17422 5000 540C 54AE 1036 same_sign
17423 5000 540D 54AF 1037 same_sign
17424 5000 540E 54B0 1038 same_sign
17425 5000 540F 54B1 1039 same_sign
17426 5000 5410 54B2 1040 same_sign
17427 5000 5411 54B2 1041 same_sign
17428 5000 5412 54B3 1042 same_sign
17429 5000 5413 54B4 1043 same_sign
17430 5000 5414 54B5 1044 same_sign
17431 5000 5415 54B6 1045 same_sign
17432 5000 5416 54B6 1046 same_sign
17433 5000 5417 54B7 1047 same_sign
17434 5000 5418 54B8 1048 same_sign
17435 5000 5419 54B9 1049 same_sign
17436 5000 541A 54BA 1050 same_sign
17437 5000 541B 54BB 1051 same_sign
17438 5000 541C 54BB 1052 same_sign
17439 5000 541D 54BC 1053 same_sign
17440 5000 541E 54BD 1054 same_sign
17441 5000 541F 54BE 1055 same_sign
17442 5000 5420 54BF 1056 same_sign
17443 5000 5421 54BF 1057 same_sign
17444 5000 5422 54C0 1058 same_sign
17445 5000 5423 54C1 1059 same_sign
17446 5000 5424 54C2 1060 same_sign
17447 5000 5425 54C3 1061 same_sign
17448 5000 5426 54C3 1062 same_sign
17449 5000 5427 54C4 1063 same_sign
17450 5000 5428 54C5 1064 same_sign
17451 5000 5429 54C6 1065 same_sign
17452 5000 542A 54C7 1066 same_sign
17453 5000 542B 54C7 1067 same_sign
17454 5000 542C 54C8 1068 same_sign
17455 5000 542D 54C9 1069 same_sign
17456 5000 542E 54CA 1070 same_sign
17457 5000 542F 54CB 1071 same_sign
17458 5000 5430 54CB 1072 same_sign
17459 5000 5431 54CC 1073 same_sign
17460 5000 5432 54CD 1074 same_sign
17461 5000 5433 54CE 1075 same_sign
17462 5000 5434 54CF 1076 same_sign
17463 5000 5435 54D0 1077 same_sign
17464 5000 5436 54D0 1078 same_sign
17465 5000 5437 54D1 1079 same_sign
17466 5000 5438 54D2 1080 same_sign
17467 5000 5439 54D3 1081 same_sign
17468 5000 543A 54D4 1082 same_sign
17469 5000 543B 54D4 1083 same_sign
17470 5000 543C 54D5 1084 same_sign
17471 5000 543D 54D6 1085 same_sign
17472 5000 543E 54D7 1086 same_sign
17473 5000 543F 54D8 1087 same_sign
17474 5000 5440 54D8 1088 same_sign
17475 5000 5441 54D9 1089 same_sign
17476 5000 5442 54DA 1090 same_sign
17477 5000 5443 54DB 1091 same_sign
17478 5000 5444 54DC 1092 same_sign
17479 5000 5445 54DD 1093 same_sign
17480 5000 5446 54DD 1094 same_sign
17481 5000 5447 54DE 1095 same_sign
17482 5000 5448 54DF 1096 same_sign
17483 5000 5449 54E0 1097 same_sign
17484 5000 544A 54E1 1098 same_sign
17485 5000 544B 54E1 1099 same_sign
17486 5000 544C 54E2 1100 same_sign
17487 5000 544D 54E3 1101 same_sign
17488 5000 544E 54E4 1102 same_sign
17489 5000 544F 54E5 1103 same_sign
17490 5000 5450 54E6 1104 same_sign
17491 5000 5451 54E6 1105 same_sign
17492 5000 5452 54E7 1106 same_sign
17493 5000 5453 54E8 1107 same_sign
17494 5000 5454 54E9 1108 same_sign
17495 5000 5455 54EA 1109 same_sign
17496 5000 5456 54EA 1110 same_sign
17497 5000 5457 54EB 1111 same_sign
17498 5000 5458 54EC 1112 same_sign
17499 5000 5459 54ED 1113 same_sign
17500 5000 545A 54EE 1114 same_sign
17501 5000 545B 54EF 1115 same_sign
17502 5000 545C 54EF 1116 same_sign
17503 5000 545D 54F0 1117 same_sign
17504 5000 545E 54F1 1118 same_sign
17505 5000 545F 54F2 1119 same_sign
17506 5000 5460 54F3 1120 same_sign
17507 5000 5461 54F3 1121 same_sign
17508 5000 5462 54F4 1122 same_sign
17509 5000 5463 54F5 1123 same_sign
17510 5000 5464 54F6 1124 same_sign
17511 5000 5465 54F7 1125 same_sign
17512 5000 5466 54F8 1126 same_sign
17513 5000 5467 54F8 1127 same_sign
17514 5000 5468 54F9 1128 same_sign
17515 5000 5469 54FA 1129 same_sign
17516 5000 546A 54FB 1130 same_sign
17517 5000 546B 54FC 1131 same_sign
17518 5000 546C 54FC 1132 same_sign
17519 5000 546D 54FD 1133 same_sign
17520 5000 546E 54FE 1134 same_sign
17521 5000 546F 54FF 1135 same_sign
17522 5000 5470 5500 1136 same_sign
17523 5000 5471 5501 1137 same_sign
17524 5000 5472 5501 1138 same_sign
17525 5000 5473 5502 1139 same_sign
17526 5000 5474 5503 1140 same_sign
17527 5000 5475 5504 1141 same_sign
17528 5000 5476 5505 1142 same_sign
17529 5000 5477 5506 1143 same_sign
17530 5000 5478 5506 1144 same_sign
17531 5000 5479 5507 1145 same_sign
17532 5000 547A 5508 1146 same_sign
17533 5000 547B 5509 1147 same_sign
17534 5000 547C 550A 1148 same_sign
17535 5000 547D 550A 1149 same_sign
17536 5000 547E 550B 1150 same_sign
17537 5000 547F 550C 1151 same_sign
17538 5000 5480 550D 1152 same_sign
17539 5000 5481 550E 1153 same_sign
17540 5000 5482 550F 1154 same_sign
17541 5000 5483 550F 1155 same_sign
17542 5000 5484 5510 1156 same_sign
17543 5000 5485 5511 1157 same_sign
17544 5000 5486 5512 1158 same_sign
17545 5000 5487 5513 1159 same_sign
17546 5000 5488 5514 1160 same_sign
17547 5000 5489 5514 1161 same_sign
17548 5000 548A 5515 1162 same_sign
17549 5000 548B 5516 1163 same_sign
17550 5000 548C 5517 1164 same_sign
17551 5000 548D 5518 1165 same_sign
17552 5000 548E 5519 1166 same_sign
17553 5000 548F 5519 1167 same_sign
17554 5000 5490 551A 1168 same_sign
17555 5000 5491 551B 1169 same_sign
17556 5000 5492 551C 1170 same_sign
17557 5000 5493 551D 1171 same_sign
17558 5000 5494 551E 1172 same_sign
17559 5000 5495 551E 1173 same_sign
17560 5000 5496 551F 1174 same_sign
17561 5000 5497 5520 1175 same_sign
17562 5000 5498 5521 1176 same_sign
17563 5000 5499 5522 1177 same_sign
17564 5000 549A 5522 1178 same_sign
17565 5000 549B 5523 1179 same_sign
17566 5000 549C 5524 1180 same_sign
17567 5000 549D 5525 1181 same_sign
17568 5000 549E 5526 1182 same_sign
17569 5000 549F 5527 1183 same_sign
17570 5000 54A0 5527 1184 same_sign
17571 5000 54A1 5528 1185 same_sign
17572 5000 54A2 5529 1186 same_sign
17573 5000 54A3 552A 1187 same_sign
17574 5000 54A4 552B 1188 same_sign
17575 5000 54A5 552C 1189 same_sign
17576 5000 54A6 552C 1190 same_sign
17577 5000 54A7 552D 1191 same_sign
17578 5000 54A8 552E 1192 same_sign
17579 5000 54A9 552F 1193 same_sign
17580 5000 54AA 5530 1194 same_sign
17581 5000 54AB 5531 1195 same_sign
17582 5000 54AC 5531 1196 same_sign
17583 5000 54AD 5532 1197 same_sign
17584 5000 54AE 5533 1198 same_sign
17585 5000 54AF 5534 1199 same_sign
17586 5000 54B0 5535 1200 same_sign
17587 5000 54B1 5536 1201 same_sign
17588 5000 54B2 5536 1202 same_sign
17589 5000 54B3 5537 1203 same_sign
17590 5000 54B4 5538 1204 same_sign
17591 5000 54B5 5539 1205 same_sign
17592 5000 54B6 553A 1206 same_sign
17593 5000 54B7 553B 1207 same_sign
17594 5000 54B8 553C 1208 same_sign
17595 5000 54B9 553C 1209 same_sign
17596 5000 54BA 553D 1210 same_sign
17597 5000 54BB 553E 1211 same_sign
17598 5000 54BC 553F 1212 same_sign
17599 5000 54BD 5540 1213 same_sign
17600 5000 54BE 5541 1214 same_sign
17601 5000 54BF 5541 1215 same_sign
17602 5000 54C0 5542 1216 same_sign
17603 5000 54C1 5543 1217 same_sign
17604 5000 54C2 5544 1218 same_sign
17605 5000 54C3 5545 1219 same_sign
17606 5000 54C4 5546 1220 same_sign
17607 5000 54C5 5546 1221 same_sign
17608 5000 54C6 5547 1222 same_sign
17609 5000 54C7 5548 1223 same_sign
17610 5000 54C8 5549 1224 same_sign
17611 5000 54C9 554A 1225 same_sign
17612 5000 54CA 554B 1226 same_sign
17613 5000 54CB 554B 1227 same_sign
17614 5000 54CC 554C 1228 same_sign
17615 5000 54CD 554D 1229 same_sign
17616 5000 54CE 554E 1230 same_sign
17617 5000 54CF 554F 1231 same_sign
17618 5000 54D0 5550 1232 same_sign
17619 5000 54D1 5550 1233 same_sign
17620 5000 54D2 5551 1234 same_sign
17621 5000 54D3 5552 1235 same_sign
17622 5000 54D4 5553 1236 same_sign
17623 5000 54D5 5554 1237 same_sign
17624 5000 54D6 5555 1238 same_sign
17625 5000 54D7 5556 1239 same_sign
17626 5000 54D8 5556 1240 same_sign
17627 5000 54D9 5557 1241 same_sign
17628 5000 54DA 5558 1242 same_sign
17629 5000 54DB 5559 1243 same_sign
17630 5000 54DC 555A 1244 same_sign
17631 5000 54DD 555B 1245 same_sign
17632 5000 54DE 555B 1246 same_sign
17633 5000 54DF 555C 1247 same_sign
17634 5000 54E0 555D 1248 same_sign
17635 5000 54E1 555E 1249 same_sign
17636 5000 54E2 555F 1250 same_sign
17637 5000 54E3 5560 1251 same_sign
17638 5000 54E4 5561 1252 same_sign
17639 5000 54E5 5561 1253 same_sign
17640 5000 54E6 5562 1254 same_sign
17641 5000 54E7 5563 1255 same_sign
17642 5000 54E8 5564 1256 same_sign
17643 5000 54E9 5565 1257 same_sign
17644 5000 54EA 5566 1258 same_sign
17645 5000 54EB 5566 1259 same_sign
17646 5000 54EC 5567 1260 same_sign
17647 5000 54ED 5568 1261 same_sign
17648 5000 54EE 5569 1262 same_sign
17649 5000 54EF 556A 1263 same_sign
17650 5000 54F0 556B 1264 same_sign
17651 5000 54F1 556C 1265 same_sign
17652 5000 54F2 556C 1266 same_sign
17653 5000 54F3 556D 1267 same_sign
17654 5000 54F4 556E 1268 same_sign
17655 5000 54F5 556F 1269 same_sign
17656 5000 54F6 5570 1270 same_sign
17657 5000 54F7 5571 1271 same_sign
17658 5000 54F8 5571 1272 same_sign
17659 5000 54F9 5572 1273 same_sign
17660 5000 54FA 5573 1274 same_sign
17661 5000 54FB 5574 1275 same_sign
17662 5000 54FC 5575 1276 same_sign
17663 5000 54FD 5576 1277 same_sign
17664 5000 54FE 5577 1278 same_sign
17665 5000 54FF 5577 1279 same_sign
